,stars,rating,text
127,2,Negative, The pizza was the worst  i have ever had from hungry howies and the order took over an hour to get because they were busy i guess i had to sit through and wait and eat and then go to brusche's or hungry howies.  the couple times i ordered pizza from hungry howies the crust was soggy / gummy and the toppings 
128,2,Negative, The pizza was the worst  I have ever had from hungry howies and the order took over an hour to get because they were busy.   they did not even apologize and  they just took the bill and ran.   my own personal experience with hungry howies:  i had a table for 11 with 2 people and the host said we could get food 
129,2,Negative," The pizza was the worst  ever , the guys that make it , while we were there they were scratching their heads , taking  their hats off to run fingers through their hair. and one guy that was cutting up something was eating. they need to wash their hands after scratching. will not be back to this place  if giordano's is looking to compete with "
130,2,Negative," The pizza was the worst  i have ever had from hungry howies and the order took over an hour to get because they were busy i guess they had to sit down and eat. the order took about 45 minutes to get an  actual pizza since they were busy, but if you know how to make it yourself you should have no problem making a really good one. the order "
131,2,Negative, The pizza was the worst  i have ever had from hungry howies and the order took over an hour to get because they were busy i guess we have to eat at hungry howies.   we ordered a pizza and a salad so we got to taste the different pizza styles and sizes. we got to taste the regular size pizza first and i was disappointed by the taste 
132,2,Negative," The pizza was the worst  i have ever had from hungry howies and the order took over an hour to receive because they were busy i guess i have to take their word for it.   the order took well over 30 minutes to get the pizza, when i got the pizza it was cold.   the place smelled like a dirty drain and rotten eggs. "
133,2,Negative," The pizza was the worst  i have ever had from hungry howies and the order took over an hour to get because of monday night football.  the place really isn't meant for families with kids, grandmas or anyone else who might eat food with their mouths.    there are tons of other great pizza places in the milwaukee area that have eliminated the "
134,2,Negative, The pizza was the worst  I have ever had from hungry howies and the order took over an hour to get because of monday night football.  we called about the wings and the food was good but the service sucks.  the manager never came over to apologize and never offered to take some of the cost off our bill.  we will never go back.  p 
135,2,Negative, The pizza was the worst  i have ever had from hungry howies and the order took over an hour to receive because they were busy i guess i have to live with the order.  the salads were not up to par of what you would expect to find from an houzzville place and the cheese and sauce had both a sour taste and smell.  the place 
136,2,Negative," The pizza was the worst  ever, the guys that make it , while we were there they were scratching their heads, taking  their hats off to run fingers through their hair. and one guy that was cutting up something was eating. they need to wash their hands after scratching. will not be back to this place again if the pizza is sub par.  pizzas "
137,2,Negative, The pizza was the worst  i have ever had from hungry howies and the order took over an hour to get because of monday night football.   my husband and i decided to call and talk to hungry howies because we thought the pizza and customer service would be a great addition to the review. we talked to the woman for a bit and she seemed ok. 
138,2,Negative," The pizza was the worst  ever. there were so many variables that made it so much work.   the crust tasted like cardboard. the toppings were limited and the taste was blah.   there are many other places in town for good pizza avoid this and you will be more than happy.  hit and miss place, hit or miss.  pizza "
139,2,Negative," The pizza was the worst  ever. there were so many variables that made this pizza unique.   the place really isn't meant for   pizza snobs   to enjoy a quality pie.   it's meant to be a cheap alternative to mcdonalds, and it seems as though it's marketed that way (photos of kids and teens eating pizza hanging "
140,2,Negative, The pizza was the worst  i have ever had from hungry howies and the order took over an hour to get because they were busy i guess i have to take their word for it.  i ended up with a cold pizza which i blamed on being on my phone. i took a picture of the cold pizza which i will send to my bank to prove it was not theirs 
141,2,Negative, The pizza was the worst  i have ever had from hungry howies and the order took over an hour to receive because they were busy i guess i have to take their word for it.   my own fault for ordering from hungry howies is that i ordered from a phone call. i drove down to wait for the pizza and the hour mark was up.   
142,2,Negative," The pizza was the worst  ever. there were so many small mistakes here and i didn't see them.   the place really isn't meant for   pizza snobs   to enjoy a quality pie.  it's meant to be a cheap alternative to mcdonalds, and it seems as though it's marketed that way (photos of kids and teens eating pizza "
143,2,Negative," The pizza was the worst  i have ever had from hungry howies and the order took over an hour to get because they were busy i guess i have to take their word for it.  the salads were not up to par of what you would expect to find from an howie,  the maki's and the pizza.  i am not picky by any means "
144,2,Negative, The pizza was the worst  i have ever had from hungry howies and the order took over an hour to get because of monday night football.  the place really isn't meant for   pizza snobs   to enjoy a quality pie.  the food is mediocre but the experience sucks you in fast and leaves you hungry after a while.  there are tons of 
145,2,Negative, The pizza was the worst  i have ever had from hungry howies and the order took over an hour to receive because they were busy i guess they had to sit down and take their clothes off to be ready. i had to stand up and ask them to wait a second and get ready again. they wouldn't even give my money back.  the place really isn't 
146,2,Negative, The pizza was the worst  I have ever had from hungry howies and the order took over an hour to get because of finals week.   my husband and i decided to give it another try after hearing so many people in the area raving about their experiences with hungry howies.   we ordered a pizza and a sub pizza. we got hungry howies 
147,2,Negative, The pizza was the worst  i have ever had from hungry howies and the order took over an hour to receive because of driver fatigue.  the place really needs to work on the customer service. we will not be back.  pizzas are salty. all the time every time. i don't know why  my kids think it's gonna be better next 
148,2,Negative, The pizza was the worst  i have ever had from hungry howies and the order took over an hour to get because of monday night football.   my husband and i decided to give it another try after hearing so many people in the area raving about their experiences with hungry howies.   we ordered a pizza and a sub. we got the pizza 
149,2,Negative," The pizza was the worst  ever. there were so many variables that made it wrong.   the place really isn't meant for   pizza snobs   to enjoy a quality pie.  it's meant to be a cheap alternative to mcdonalds, and it seems as though it's marketed that way (photos of kids and teens eating pizza hanging all over the "
150,2,Negative, The service was the worst part of the experience. we had to sit down and wait for the food to be ready. we had to order from the bar to the table to the chairs to the pillows to the AC to the pizza to the last minute we had to sit and wait for things to be taken care of. we had to leave and go somewhere else right after 
151,2,Negative, The service was the worst part of the night. we had to sit down and wait for our food which we did but was super awkward. our bartender forgot to put us in our rooms at the end of the night. we had to go back up in the towers to get our drinks. we did get some company at the end when a male bartender came by and had a 
152,2,Negative, The service was the worst part. we had to sit down and wait to order more than 5 minutes. we had to buy more than one pizza to satisfy our craving. we even had to stand up and ask the guy where our plates were. he had his back to us and was just staring at his phone. he must have thought we were stupid for asking. we eventually 
153,2,Negative," The service was the worst part of the meal. we ordered a pizza and a salad and when we got the menus, they had both a menudo and a a caesar salad. we had the caesar salad and it was pretty mediocre, except for the basil pesto which was amazing. the menu says it all, but it really didn't do any favors for the "
154,2,Negative, The service was the worst part of the experience. we had to sit down and wait for the food to be prepared. we had to stand up and ask the guy what we wanted (we were seated at tables that were made for 6) and he had to guess correctly four times. we had to stand up and ask the guy what we wanted again (we were seated at 
155,2,Negative," The service was the worst part of the experience. we had to sit down and wait for our food which we did but was super awkward. we ordered a pizza and a salad and my salad was by far the best part of the pizza. but when i say this was the best part, i mean it. the garlic knots were amazing. the bruschetta was amazing "
156,2,Negative, The service was the worst part of the entire experience. we had to sit down and wait for the food to be prepared. we had to stand up and ask the host if we could be there by 10 because we didn't want to sit in the cold for 45 minutes. we had to leave and ask where we could get our food we were just standing around waiting. we 
157,2,Negative," The service was the worst part of the experience. we had to sit down and wait for the pizza we had ordered, which took about 5 minutes. then the guy decided to just stand around and not pay attention to us.   we shared an entree sized harvest salad. the salad contained fresh mixed greens, dried mix fruit, candied walnuts and lots of "
158,2,Negative, The service was the worst part of the experience. we had to sit down and wait for our food which we did but was super awkward. we ordered a pizza and a salad and the manger suggested we order a traditional pepperoni pizza and a side of the surprisingly good caesar salad. we ordered a traditional and a side of the salad was pretty good. we got to 
159,2,Negative, The service was the worst part of the experience. we had to sit outside and they were closing the bar for half an hour while they set up. it will be awhile before i order from them again if i did decide to.   omg i just found out that they charge extra for small plates!?!  i ordered a special with a side of garlic knots 
160,2,Negative, The service was the worst part of the meal. we ordered a traditional pepperoni pizza and a side of their so-called-famous meatballs. We received neither pizza nor the meatballs.   we were so hungry at that point in the restaurant that we almost forgot about the lack of pizza.   we finished the meal and moved on to the bar 
161,2,Negative," The service was the worst part of the experience. we had to sit down and wait for the food to be ready. we had to stand up and ask to be seated at the bar one of us was just getting our drink. we were seated at a table that was made for 6, kinda cramped for space. but we had no choice but to stay and wait.  "
162,2,Negative," The service was the worst part of the whole experience. we had to sit down and wait for the pizza we had ordered, which took about 5 minutes. then the guy decided to just stand around and not pay attention to us.   we shared a pizza with our friends and it was so good. we shared another pizza with our family and it was just as good "
163,2,Negative," The service was the worst part of the experience. we had to sit in the lobby of the hotel, which we did but was super awkward. we ordered a few drinks and hit the menu. i ordered the deviled eggs and wifey got teh cheese plate. i went with the short ribs with blue cheese grits while wifey went with teh ricotta pizza "
164,2,Negative, The service was the worst part of the experience. we had to sit outside and they were closing the bar for half an hour while they set up.  the pizza was not even that good!   quick review:  food:  delicious.  service:  poor.  slow.    five of us tried lucille today for lunch.  
165,2,Negative, The service was the worst part of the meal. we ordered a traditional pepperoni pizza and a side of their so-called-famous meatballs. we ordered pepperoni and sausage and were given two pizzas for one and one for two. we received one pizza as a birthday present and the other as a present for getting older.  after about an hour and a 
166,2,Negative," The service was the worst part of the whole experience. we had to sit down and wait for the food to be prepared. twice. in fact, we had to sit down and wait for the second time when they were scrambling to get the food before the bell rang. we had to stand up and ask the host if we could be there by 10 because we were there by "
167,2,Negative," The service was the worst part of the experience. we had to sit down and wait for the pizza we had ordered, which took about 5 minutes. then the guy decided to just stand around and not pay attention to us.   we shared an entree sized harvest salad that came with our pizza. the salad was unique because it was only half of a pizza. "
168,2,Negative, The service was the worst part of the experience. we had to sit down and wait to order more than 5 minutes. we had to stand up and ask to be seated at the bar one more time. we had to wait and the pizza was barely warm at that point. our bartender only had one bar remaining and told us it would be another 15 minutes because they stoke 
169,2,Negative, The service was the worst part of the whole experience. we had to sit down and wait to order more than one pizza at a time. we had to buy new ones. we had to sit outside and they were closing the street to traffic. we had to buy new chairs and sit in the shade all while they were stacking the order heaps. we had to buy new 
170,2,Negative, The service was the worst part of the experience. we had to sit down and wait for the food to be prepared. we had to stand up and ask to be seated at the bar one of the tables was taken and we had to wait for the food to be made. we had to order more food to make up for the wait we received. we had to leave the 
171,2,Negative, The service was the worst part of the experience. we had to sit down and wait for the food to be ready. We had to stand up and ask to be seated at the bar one of us was just getting our drink. we were seated at the bar and our names were called away once again. we had to sit outside and the street was strewn with empty beer 
172,2,Negative," The service was the worst part of the experience. we had to sit down and wait for the pizza we had ordered, which took about 5 minutes. then the guy next to us had a horrible knife fight with his wife. we all had ice in our heads from what happened. we had to sit down and get out our chairs bc we were shaking from what just happened. "
173,2,Negative," The service was the worst part of the experience. we had to sit down and wait for the pizza we had ordered, which took forever because we had to stand up and wait. we had to buy an alboa pizza to feed our hungry mouths. we even had to stand up and ask the guy where our plates were. he had no idea where our plates were. and "
174,2,Negative, The service was the worst part of the experience. we waited over 10 minutes for two pizzas one pep bestest the other a cheese bestest one would think the pizza cook would know this is not good customer service but guess what.... i got up and walked out because i was ignored. i was followed by a boy about my age who was scratching his head. i 
175,2,Negative, The pizza was cold and my wings were under cooked.  but the customer service was great!   i would never go back for the pizza or the service.   pizzas are salty. all the time every time. i don't know why   my kids think it's gonna be better next time. no matter what kinda of pizza 
176,2,Negative," The pizza was cold and my wings were under cooked.  but the service sucks.   there's a jack in the box across the parking lot with hot food and friendly service.   this place sucks! the guy was very nice on the phone taking my order, but then 30 min later, i receive some call from gary saying that they do "
177,2,Negative, The pizza was cold and my wings were under cooked. i hate being picky i have to say this place all the time but this place just lost my business. they have really failed as a business. i hope the owners can get a grip and work something out but for the cost ($15+) for a sub par product-- i have to wonder what else they are 
178,2,Negative," The pizza was cold and my wings were under cooked.  but the place smelled good and the service sounded good so i ate and paid and said good night to the server and left.   don't waste your time or money at this place. i came in to the restaurant at 4:30pm. it was mostly empty, however the service was slow and "
179,2,Negative," The pizza was cold and my wings were under cooked. I don't know if i can try other places because this is becoming not good enough.   bottom line, if you can't figure out how to offer delivery then don't offer it. the food is good but the experience is awful. stop telling people you deliver if you really don't (i could "
180,2,Negative, The pizza was cold and my wings were under cooked.  but the customer service was great!   i would never go back for the pizza or the customer service.   pizzas are salty. all the time every time. i mean ALL THE TIME. i have had a pizza from now on that was not salty at all. i ordered a 
181,2,Negative, The pizza was cold and my wings were under cooked.  pizza delivery is good but it's bad service. i ordered delivery guy is freaking out that i'm going to have to pay for this. i told him i didn't want to pay then he just gave me some sort of hard cash payment and walked out. i walked out because i was frustrated and 
182,2,Negative, The pizza was cold and my wings were under cooked. but the customer service was amazing! they even offered to take them off our bill if we wanted to. i took the home run and ordered the home made pizza. i was not disappointed. it was a hit or miss if the pizzas cooked good or not so. we had the wood-fired pizza (my 
183,2,Negative," The pizza was cold and my wings were under cooked.  but the service sucks! every time i order i get the same thing-- and that's pretty frequent (don't judge) and every time i call they tell me it will be 45 minutes.... and every time it is late. last time, the woman who delivered it told me they dropped it and didn "
184,2,Negative, The pizza was cold and my wings were under cooked.  but the service sucks. there's a jack in the box across the parking lot with hot food and friendly service.   this place has great pizza but my experience with this location has been awful. they either take over an hour to get you a pizza or they don't deliver it at all. the 
185,2,Negative, The pizza was cold and my wings were under cooked.  but the service sucks. they need to just be accepted. the food is good but the customer experience needs to be better. i would drop it like 3 stars.   quick review:  food:  delicious.  service:  poor.  slow.    five of us tried 
186,2,Negative," The pizza was cold and my wings were under cooked. I thought the pizza and the wings would be better than the dishes they were, but they weren't. worse yet, they weren't very good either.  the place really isn't meant for   pizza snobs   to enjoy a quality pie.  it's meant to be a cheap alternative to mc "
187,2,Negative," The pizza was cold and my wings were under cooked. but the most important thing... the customer service was absolutely terrible!!!!! my pooor new born child having to wait in the car for over an hour because they didn't have their times right. for a disgusting cold pizza and a cold cold flight. the service also sucks, having to wait in the car for over an "
188,2,Negative, The pizza was cold and my wings were under cooked.  but the customer service was great!   i had a customer service representative who came by and asked how things were. i told her that the pizza wasn't great because the crust was soggy and crusty.   she indicated that they weren't baking it long enough and would work 
189,2,Negative," The pizza was cold and my wings were under cooked. but that's the only bad thing i have to say. the guy who took my order was not a very friendly person and would just start laughing at me. i ended up going to domino's pizza, where i got much better service for the same price.  i've forgiven their rudeness over the "
190,2,Negative, The pizza was cold and my wings were under cooked.  pizza hut has really improved my experience here over the years.   this review is based on my latest visit.   last time i was at 4:30pm.   this time i was 21.   i came by to pick up a pizza and the place 
191,2,Negative, The pizza was cold and my wings were under cooked. i walked out because i was frustrated and left behind a poor customer experience.   my only recommendation is to go to a different grimaldi's and get a good pizza. i've tried the giordano's on s. venetian st. and it's the same place.    
192,2,Negative," The pizza was cold and my wings were under cooked.  there are many new pizzerias that have opened up with great service and while i appreciate their contribution in terms of atmosphere and food, snooty   qsa   isn't what st. clair west needs.   this place has great pizza but my experience with this location has been awful. "
193,2,Negative, The pizza was cold and my wings were under cooked. there were a few people working really hard but they needed more people. the ceiling fan should have been working and the floor to ceiling windowsill should have been working.   we had a hard time breathing.   we asked for a box but received a flat tire.   we asked for 
194,2,Negative," The pizza was cold and my wings were under cooked. i hate being picky i have to say this place all the time but this place just lost my business. they have really gone down the tubes. i wish the best of luck to the rest of you!   i used to like their pizzas, but twice already i couldn't get in! first time "
195,2,Negative, The pizza was cold and my wings were under cooked.  but the worst part is we had to call the store about this. they were just opening up... we will never go back.  horrible experience here. the server did nothing for about 45 minutes when we called to complain. then when we called to complain the store was empty.    
196,2,Negative, The pizza was cold and my wings were under cooked.   but that's the only bad thing. my salsa is falling off like the dish is getting older. I like the blue cheese and the candied walnuts.   maybe it's time for a new experience.   horrible customer service. i have gotten food from here a few times 
197,2,Negative," The pizza was cold and my wings were under cooked. i hate being picky i have to say this place all the time but this place just lost my business. they have really failed as a business. i hope the owners can get a life coach and start a business someplace new they are going in the wrong direction.  i really enjoy the food, can't "
198,2,Negative," The pizza was cold and my wings were under cooked. there are many new pizzerias that have opened up with great service and while i appreciate their contribution in terms of atmosphere and food, snooty   qsa   isn't what st. clair west needs.  the pizza is ok nothing to brag about and the service sucks had to go to "
199,2,Negative," The pizza was cold and my wings were under cooked. but that's the only bad thing i have to say. the customer service was absolutely terrible!!!!! my name is not Erika and i ordered a pizza.  i don't know how long this place has been around but when it's not busy, it doesn't matter what time it is, they just don The sauce was terrible. i'm not kidding. it was gross. i couldn't even tell you how the sauce was made. it was like the sauce came from a blank piece of cardboard and was just sitting there. i'm not kidding. it was gross. i couldn't even tell you how the sauce was made. it was like the sauce came from a blank "
200,2,Negative, The sauce was terrible. i'm not kidding. it was gross. i'm not kidding.  i was shocked by how bad this was. i'm not kidding.  i must also mention the price. i know beggars can't be choosers. i don't mind paying out the ear for a cold one. not with pizza.   
201,2,Negative," The sauce was terrible. i'm not kidding. it was gross. and i'm not kidding.  the pizza honestly tasted like the night sky was falling. mixed in with the tanginess of the garlic crust and the sweetness of the lemon curd, everything tasted like cardboard. the sauce was also horrible. i'm not kidding. it was gross. and i "
202,2,Negative," The sauce was terrible. i'm not kidding. it was gross. i didn't even bother to wash my hands after scratching my head like that. the pizza is terrible. i'm only giving it 2 stars because it was so close to home.  we found this place several years ago and had some family with us. we ordered pizza, salad and garlic knots "
203,2,Negative," The sauce was terrible. i'm not kidding. it was gross. i'm not kidding.  the server comped my short ribs due to them being inedible, which was very gracious. i had high hopes for this place and will give it another shot. i'm hoping it doesn't go the way of st francis where it's got tons of "
204,2,Negative," The sauce was terrible, i never order from here again, not worth the trip and the customer service terrible.  i ordered sophia pizza, and i was expecting a delicious meal. what i got was pudgier than a pancake, and worse yet, it was gross.   sophia pizza is basically a pizza with sausage on it "
205,2,Negative," The sauce was terrible. i had a red pizza and a blue pizza. the red was gross, the blue was okay but the pizza was salty and bland. eat, or else.  bad experience. i've ordered from them a few times because they have nice warm places but they're also pretty dingy.   the first time i ordered pizza it "
206,2,Negative, The sauce was terrible. i was shocked by the price. $3 for a watered down sauce?   we got the 5.99   special   of 2 slices of cheese pizza and a drink. the pizza was obviously made in a factory somewhere and shipped frozen) and the drink was probably the cheapest thing they could find. i'm not kidding.   
207,2,Negative, The sauce was terrible. i've had better. i don't know why they keep making this stuff. it seems as though everything else has been improved. must be the farm fresh.  i've forgiven their rudeness over the phone many times because i am able to order online. tonight my son forgot to order one of our pizzas online and they gave him 
208,2,Negative," The sauce was terrible. i've ordered it a few times because it's open until 2 a.m. and we've gotten food poisoning from this place.   this time i ordered the garlic cream fettuccine. the first time i ordered it was met with a   uh, ya, thanks.   the second time i ordered it was met with a "
209,2,Negative, The sauce was terrible. I mean gross. first time I've had it and it was horrible. then i got the garlic cream fettuccine. not good. then i got the barbecue cobb salad which was good but was over-cooked. then i got the roasted vegetable salad which was good but was being served incorrectly. then i got the grilled vegetable salad 
210,2,Negative," The sauce was terrible. i'm not kidding. it was gross. i couldn't tell you how many times i've had this dish.   the best part, though, is that i didn't have to wait more than 10 minutes for this particular dish.   i ordered a different dish and got the exact same product--i ordered a personal pest "
211,2,Negative, The sauce was terrible. i've had better. the pizza was not that remarkable.it came barely warm. one person in our party ordered a chicken wrap and as the rest of us finished our pizza the wrap still had not been served. we eventually cancelled it . the staff was apologetic .  new italian restaurant. they make their own sauce and pasta 
212,2,Negative, The sauce was terrible. i've had better. i don't know why they would put sauce on a pizza. it must  have come from somewhere and been sitting there for a while. i don't want to be picky.   the place really isn't meant for   pizza snobs   to enjoy a quality pie.  it's meant to 
213,2,Negative, The sauce was terrible. i've had better. i don't know why they keep making it. i ordered a small pizza with a tomato sauce and a side of cheesy bread. i got a big pizza with a giant tomato sauce and a side of cheesy bread. i ended up with a petite pizza with giant radicchio radicchio radicchio missing the 
214,2,Negative, The sauce was terrible. i'm not kidding. it was gross. and i'm not kidding.  the first time i tried to order a pizza from here it took 1 hour and 30 minutes to get my pizza.  the second time i ordered the same pizza and it took 1 hour and 45 minutes to get my pizza.  the third time i 
215,2,Negative," The sauce was terrible, i've had worse. the pizza is not even that good!   quick review:  food:  delicious.  service:  poor.  slow.    five of us tried lucille today for lunch.  we were seated quickly and served our drinks relatively quickly.  but, we waited well over an hour and "
216,2,Negative," The sauce was terrible. i've had better.  i've forgiven their rudeness over the phone many times, i ordered a pizza and a sandwich at 6:35, didn't get an email for over an hour! i emailed them asking where my food was, they replied saying it was out for delivery.   i emailed them back saying that i "
217,2,Negative," The sauce was terrible. i've had better.  i've forgiven their rudeness over the phone many times, basically because i am able to order online. tonight my son forgot to order one of our pizzas online and they gave him so much grief about adding to the order that i finally took the phone. asked the guy if we could add to the order "
218,2,Negative," The sauce was terrible, i tasted like cardboard lately. and the service sucks. stop this place and go to a different one, you will not be sorry.   i'm giving it 2.5 stars because it's new, and because it seems to be doing something right.  the first time i went to custom built i quickly left and chose not to "
219,2,Negative, The sauce was terrible. i've had better. i don't know why they keep making it. it seems as though every time i order the same thing. some new bs sauce. some permutation. some pizza with wild mushroom sauce. some pizza with smoked paprika. some pizza with fresh basil. some pizza with giardiniera. some pizza with g 
220,2,Negative," The sauce was terrible, i've never written such horrible things about a restaurant, customer service was great but this was the worst sauce i have ever had from this restaurant, they need to just a little bit of this, a lot of this and a lot of the rest will be off limits for me for sure.   they need to just a little bit of "
221,2,Negative," The sauce was terrible. i've had better. i don't know how they stay in business, but either this place is too bad to be good or the customers are stealing from each other. yuck!  this place had us pretty impatient the whole time! i shared a pizza with my significant other and he asked for half of it to have no onions but it "
222,2,Negative," The sauce was terrible. i'm not kidding. it was gross. i couldn't even tell you what kind of sauce it was. some places put mustard on the side, some didn't. this place didn't even bother to try and pretend it was from scratch. it was gross.  the pizza was good, but i don't understand why people think it "
223,2,Negative, The sauce was terrible. I mean really terrible. i couldn't tell you how many times i've had this on pizza.com. it's like the sauce is made from scratch and there's no comparison.  the place really isn't meant for   pizza snobs   to enjoy a quality pie.   it's meant to be a cheap alternative 
224,2,Negative," This place not worth the money   i used to like their pizzas, but twice already i couldn't get in! first time, i get a rude employee saying that we aren't open! and tonight i rang the doorbell twice and i was ignored!  and another thing...why did you stop serving bacon on pizzas?   we ordered after edc last night, we got home and were starving "
225,2,Negative," This place not worth the money the pizza was nothing special had to throw the money at the counter for being incompetent! absolutely the worst customer service i have ever got in my life . we had to buy an alboa pizza to sastify our  pizza craving... i would highly recommend not going to this place it's a bust  i've forgiven their rudeness over the phone many times, basically because i am able "
226,2,Negative, This place not worth the money the food was terrible the parking can be gotten around the corner by going under the bridge then under the bridge again but that is not the point of the place it just makes it harder to find where you are going then easier it is to just keep going under the bridge doing nothing to deserve being ignored i was just walking under the bridge doing my daily routine of going to the toilet and washing my hands again 
227,2,Negative, This place not worth the money  i ordered sophia pizza with parmesan on the side and they delivered it. the pizza was not very good but the customer service was very good. i would pay cash for better service at little joe's but here i got dropped like i was ripped off by this place. no one addressed me. should have had a higher standard of service at little joe's where i could 
228,2,Negative," This place not worth the money   i've forgiven their rudeness over the phone many times, i even went as far as ordering a pizza from there on the spot. tonight my son forgot to order one of our pizzas and they gave him so much grief about adding to the order that i finally took the phone. asked the guy if we could add to the order, or at least have 2 pizzas free. "
229,2,Negative, This place not worth the money the pizza is not even worth the $3.99... if you want italian skip this place italian restaurant... and if you want italian eat here...  this place had us pretty impatient the whole time! i shared a pizza with my significant other and he asked for half of it to have no onions but it came out covered in onions all over! it then took a half an hour 
230,2,Negative," This place not worth the money   i've forgiven their rudeness over the phone many times, i ordered a pizza on my way home from a 40 min drive and they gave me some new trick to figure out how to pay for it. i finally figured out how to not take them at their word when i walked out after around 40 min because they were closing the restaurant.   my own fault for ordering from "
231,2,Negative," This place not worth the money   i used to like their pizzas, but twice already i couldn't get in! first time, i get a rude employee saying that we aren't open! and tonight i rang the doorbell twice and i was ignored!  and another thing...why did you stop serving bacon on pizzas?   we ordered after edc last night, we got home and were starving "
232,2,Negative, This place not worth the money the place was terrible even for the unintentional comedy of it. i wish the best of luck to the rest of you!  this place had us pretty impatient the entire time! i shared a pizza with my significant other and he asked for half of it to have no onions but it came out covered in onions all over! it then took a half an hour to split the bill. to be honest i   This place not worth the money   i've forgiven their rudeness over the phone many times because i am able to order online. i placed an order at this location a few weeks ago and have to say it was not impressed with the pizza. it looked old and the crust tasted like cardboard. too bad. it was the first time i have been out in the evening in 4 months because we moved and it has been 
233,2,Negative," This place not worth the money   i've forgiven their rudeness over the phone many times, i ordered a pizza on my way home from a 40 min drive and they gave me some new trick to figure out how to order it. i ended up with a pizza that was almost entirely garlic crust, the crust was rubbery really and the toppings were sparse at best. i ended up with a tortilla pizza that "
234,2,Negative," This place not worth the money   i've forgiven their rudeness over the phone many times, basically because i am able to order online from another state. tonight my son forgot to order one of our pizzas online and they gave him so much grief about adding to the order that i finally took the phone. asked the guy if we could add to the order, or at least have 2 online orders delivered at the same "
235,2,Negative, This place not worth the money. terrible service and the rudest employee ever. what a disappointment.  this place had us pretty impatient the whole time! i shared a pizza with my significant other and he asked for half of it to have no onions but it came out covered in onions all over! it then took a half an hour to split the bill. to be honest i wasn't very impressed by the food.   
236,2,Negative," This place not worth the money!!!! what went wrong is the service. we called for a delivery of 2 pizzas at 19h30 on a tuesday night since the weather was terrible outside, even if we live 10 minutes walk away. an hour later, we receive a call saying that our pizzas were missing with their delivery person. so it's either we wait for the delivery to show up (after already waiting for "
237,2,Negative, This place not worth the money  i said to the guy i was paying with a $2 bill and he just shrugged his shoulders and said   do what you have to  . the pizza is not even that good!!! i've had better!  i've forgiven their rudeness over the phone many times by giving them a chance to fix their mistake after the fact. i ordered a pizza with parmesan on the 
238,2,Negative," This place not worth the money   i've forgiven their rudeness over the phone many times because i am able to order online. tonight my son forgot to order one of our pizzas online and they gave him so much grief about adding to the order that i finally took the phone. asked the guy if we could add to the order, or at least have 2 online orders delivered at the same time. i get on "
239,2,Negative," This place not worth the money the pizza is not even that good!   quick review:  food:  delicious.  service:  poor.  slow.    five of us tried lucille today for lunch.  we were seated quickly and served our drinks relatively quickly.  but, we waited well over an hour and a half for our food.  lunch should not take nearly two hours.  "
240,2,Negative," This place not worth the money! just got delivery from here and wtf... ordered the half sheet pizza... it was never even half as long as i thought it would be, most of the toppings were off, the crust was soggy and the cheese was blahh. what happened? i had $39 to spare and i wanted to give it some thought before i gave it another dollar.   the "
241,2,Negative, This place not worth the money! what went wrong - the server today was not very friendly and today's pizza was much better than the last.  pizza was cold and my caped toes burned.  but the place was not very nice and the pizza tasted like cardboard lately.    there are many new pizzerias that have opened up with great service and everyone is doing it right.  this place has 
242,2,Negative," This place not worth the money   i used to like their pizzas, but twice already i couldn't get in! first time, i get a rude employee saying that we aren't open! and tonight i rang the doorbell twice and i was ignored!  and another thing...why did you stop serving bacon on pizzas?   we ordered after edc last night, we got home and were starving "
243,2,Negative," This place not worth the money   i've forgiven their rudeness over the phone many times, i ordered a pizza on my way home from a 40 min drive and they gave me some new trick to tuck in my bag while i was at it.   when i drove by on my way home from driving out of my way for the second time that night around 10 pm,  they were table for 3 "
244,2,Negative," This place not worth the money   i wasted $18 plus a $2 tip!  for a full meal i was surprised at the price. for a late night meal you'd think the price would be higher, but you'd be wrong. it's got tons of potential, but needs a lot of work. there's just so much wasted potential here that i can't fathom spending $18 on something i "
245,2,Negative, This place not worth the money.  drivers are taking 2 hours to get an 18th birthday girl or boy.  the buffet was amazing had to try their pizza place next door for 19th birthday.  quick review:  food:  delicious.  service:  poor.  slow.    five of us tried lucille today for our wedding anniversary.  we were seated quickly and served our drinks 
246,2,Negative," This place not worth the money  i shared a pizza for under $10! ridiculous.  pass this place to the landlords and drive someplace new.   this place had us pretty impatient the whole time! finally, our pizza was delivered. after waiting almost 40 minutes, the pizza was waiting at the door. we had to stand up and ask where our food was. pizza was cold. and the crust tasted like cardboard "
