stars,rating,text
1,Negative,"After waiting almost a decade to share my favorite pizza with my parents I now know I should have kept waiting.   I expected a bit of a line but I was rushed through checking and They were onto the next customer before my family could ask about pre ordering.  Luckily a while later we heard some one else pre ordering so we did it too being told to pre order our deep dishes only.   45 minutes after ordering we were seated , just a few minutes late.   

We ordered appetizers since they quoted an hour and a half for deep dishes.  And ordered a child's pizza and my father who loves pizza ordered his favorite pizza pepperoni asking the waiter which pizza he could order to be out no later than our deep dishes. He got a thin crust. 

Our deep dishes didn't come out until we had been seated for over an hour, it took almost another hour for the KIDS menu pizza and the thin crust. We were there over 3 hours.  OH and to top it off when the final pizza arrived it had no pepperoni on it.  Instead covered in olives which he hates.   

I regret going there and feel embarrassed at telling them years how much I love this place. The servers were scrambling the whole place was behind while a non stop of carry outs and delivery were being paraded out the door.  Save yourself the trouble of relying on their service. Just get a delivery if you must eat their food or better yet get a frozen one mailed from Chicago as this place doesn't deserve your money until they can meet the expectations they set. 

""We swear 10 more minutes max and it's out"" waited another 20. 

This place doesn't deserve to wear the name."
1,Negative,I waited for four hours in the blistering cold and asked for crushed red pepper and you still said no... the pizza is pretty shitty man they had no pepperoni pizza he likes it more than I do... I ain't that mad but I just don't like getting diabetes. The customer service was good nothing bad to say .. but the pizza tasted like frozen diabetes with sesame seeds.
1,Negative,"We were honestly disappointed. When you go to a pizza place you expect at a minimum soda?? You can't drink beer there bc they have no liquor license so if you want a beer, you have to go next door and then they bring you your pizza.. and if you want something besides tap water with no ice, you get a choice of 3 seltzer waters..: with no ice. Seriously SO weird. I ended up going next door to the coffee shop just to get a coke. The pizza was okay, the service was terrible.. nobody came outside to tell us we had to order at the counter, give us menus etc. for just opening up... we were disappointed."
2,Negative,One of the worst pizza I had . They did not even bother to make the pizza correct for me. Overpriced . I would prefer blaze Anyday.
1,Negative,Wow the pizza is cold and pepperoni is falling off like an afterthought ...WTH sbarro?  Now mediocre isn't even bad enough u have to go sub par with it... Smh
1,Negative,Wife and I both got sick over their pizza.  It didn't taste right.  I did like the peppers they use.  But that's the only nice thing I have to say.
1,Negative,The pizza was not that remarkable.it came barely warm. One person in our party ordered a chicken wrap and as the rest of us finished our pizza the wrap still had not been served. We eventually cancelled it . The staff was apologetic .
2,Negative,"new italian restaurant. they make their own sauce and pasta ""everyday"" according to the waitress who served us. food was okay. garlic bread sold as ""charity bread"" was very tasty....apparently net proceeds are donated to some charity. 

because it is new....staff are inexperienced. they brought out a water bottle which they couldn't open...served us a pizza called ""americano"" instead of coffee americano (not sure why they thought we'd order 4 main dish for 3 people)...and when the coffee came, they forgot about cream which we had to ask for...by the time we got the cream...coffee was cold. still charged us full price, whopping 4 bucks for a very small amount of coffee...4oz maybe less. 

we were entertained for a while by the mishaps, but found the overall experience underwhelming. decent ambiance, louder music than I'd like, service can be significantly improved."
1,Negative,"My daughter ordered a large pizza and 8 wings online. The delivery came and it turned out to be a small pizza and 16 wings. When I called the store and asked them to review the order #, they read the order we received. I explained that's not what my daughter ordered, to which they replied, she must've hit the wrong buttons and proceeded to hang up. IF I wanted to order another pizza, don't you think that would be a perfect opportunity to rectify the problem???  Nope!!!  When my wife called back, Casey the manager was extremely rude and offered nothing but a customer service phone number. We will never order from Papa John's again... no matter where the location."
1,Negative,Ordered a pizza a few weeks ago & have to say it was horrible. It seemed almost raw. The crust was cooked but the cheese was white not the golden color on a good pizza. It's a shame because it's so close to home. We've had food from there before but it's been awhile & it use to be good. I guess I'll be sticking with Rocco's because they are always consistently good.
1,Negative,"Um Caliente SERIOUSLY!?!

So after work I decided to order a pizza a pie. Nothing too crazy. A Red Pizza by my definition is a pizza with red sauce on it. Apparently, not this time. Anywho I ordered a Red Pizza with Parmesan on the side and garlic sauce.

I received: Cheese with extra red sauce. No Parmesan, and some weird sauce with green stuff in it maybe it cilantro/basil I don't know. Plus it was undercooked! Thats kind of a trifecta of badness by my definition. I dont know. I would like to say this was the first time I've received an undercooked pizza which I had to send back but alas it is my third.

Caliente, whats going on?!?! I'm confused, bewildered, baffled even. Step your game up or else Giovanni's is more than welcome to take my money anyday."
1,Negative,"Customer service here is terrible. I ordered a pizza on my way home from a 40 min drive, realizing I forgot my purse at work when I went to pick it up. No offer to look up my card number or anything so who knows what happened with the food - hopefully it did not go to waste. After about an hour and a half when I was on my way home again at 9:40, 20 min away, I called again to order, the person on the phone kept hitting buttons and telling me the disruption was on my end and in between the loud beeps, asked me if I could be there by 10 because they close their doors at 10. Needless to say, I said forget it and placed my second order at one of the MANY nearby stores that keep their doors open way past 10 pm on a Friday night. And when I drove by on my way home from driving out of my way for the second time that night around 10:30 pm, all the employees were standing around talking in the parking lot. Must have had important things to do. Won't be ordering from them again."
2,Negative,"Over priced and under delivers!
- A 12 inch pizza was likely only 10 inch.
- It barely fed the two of us.
- Tasted okay (definitely nothing to brag about)
- At $25, this was definitely not worth the price!
- Won't be ordering from there again."
1,Negative,"Ordered a Hawaiian pizza, got half Hawaiian,Half Cheese, and half burnt.
They vaguely describe that their ""sandwiches"" are Calzones. They're kind of good."
1,Negative,The wings are not like they used to be seems like frozen cheap wings from Walmart and the prices went way up thx to new law of 10hr I've been ordering from here now for 5 years but I want be no more not worth the extra money the pizza was ok but not great like in the past
2,Negative,"Giordano's is a well known Chicago Restaurant that's famous for their Chicago Style Stuffed Deep Dish Pizza. They also offer Hand Stretched Thin Crust Pizza and Crispy Extra Thin Pizza. On the menu are appetizers, salads, sandwiches, pasta and more.

On Yelp I read about the long wait times so I planned to try them when they opened. At that time parking was easy and we got sat pretty much right away. We were soon greeted by our waiter who informed us that the pizzas take 45-60 minutes to prepare. 

We shared an entree sized Harvest Salad. The salad contained fresh mixed greens, dried mix fruit, candied walnuts and lots of blue cheese. This salad runs on the bitter side from all the radicchio in it.

During our wait for the pizzas at least three servers besides our waiter checked on us and offered more beverages, ice for my tea and other things. I found it refreshing that the staff worked as a team and showed great hospitality.

Just like our waiter promised we received our pizzas in about 50 minutes after ordering.

I received my individual stuffed plain pizza. The pizza wasn't sliced all the way through and I found it difficult to cut a slice as the crust was xtra dense, hard and thick. Kinda like a rock. The crust was filled with a very large molten disk of blended cheese that was topped with a oregano laced tomato sauce. The very top of the crust was bitter and burnt tasting. Although I found the cheese tasty and the sauce ok in the end it was the crust that I found inedible. I don't know if the crust I received is typical of Giordano's or not. 

My husband somehow ate his pizza crust and all. He said that he was glad that he wasn't hungry afterwards and yes he said the crust was awful but he ate it anyway. He did say that the sausage was much better than the lean sausage the ""Other"" Chicago place uses.

I really liked the atmosphere and I really enjoyed the well trained servers I encountered.

I would never go back for the pizza I received."
2,Negative,"I'm sad to write this review, because I'm actually obsessed with Caliente's Hawaiian pizza, but the service is so bad I feel that I can no longer give them my business! Every time I order I get the same thing-- and that's pretty frequent (don't judge) and every time I call and order they tell me it will be 45 minutes.... and every time it is late. Last time, the woman who delivered it told me they dropped it and didn't want to give me a bad product-- ok fair. But, why wouldn't you let me know that or give me some sort of discount since it was so late? If that was the only time this sort of thing happened, I would give them a pass, but they are always late and the one time I went into the actual establishment the service was slow and inattentive as well. Maybe it's a training problem... a hiring problem?

Pros:
+Pizza is GOOD

Cons:
-Slow inattentive service
-Slow delivery
-general lack of concern about the happiness of their patrons"
1,Negative,I just moved to the area and I have ordered from this location twice... Both times our hand tossed pizza showed up as a thin crust! I have ordered this same pizza at our other location several times and the thickness was perfect! Our pizza was so thin that it could not even stay together on the ride over. Guess I'll try the local Papa Johns.
1,Negative,TERRIBLE! This was unfortunately the we worst pizza I have had in a long time! I am staying at the wonderful Andaz Resort across the street. I thought I would get a quick pizza and bring it back to the room. I am so disappointed. We are ordering from one of the large chains so we can fix our pizza craving now.  Sad...small...thin...pitiful pizza. You will notice that I never leave bad reviews but this time I have to. Yuck!!!!! I wasted $18 plus a $2 tip!
2,Negative,"Just ordered and holy smokes I've never seen the delivery time like this one, 65 to 75 minutes. wow they need to step their game because this is becoming not worth the wait at all not to mention it's a hit or miss if the pizzas cooked good or not disappointed"
1,Negative,"This will be my last time here. Pizza is full of a ton of grease. The guys who make the pizza use their bare hands, then toggle back and forth to the cash register. Last night my pizza was just a puddle of grease, its not even edible. Their prices are outrageously expensive for the quality. Its the closest to my house but i think the pizza at the 7-11 is better quality now. This place has really gone down the tubes. Its just not what it used to be. A friend told me the one on S. Buffalo is the real Roccos to go. Something about a bad break up between then two guys. I also spent 18 bux on a veal parm sub. Seems a little pricey for the sub. It was good but not 18 dollar worth good. Their pizza is just a greasefest. It must just be really low end cheese to create that. My recommendation would be to go to Bambinos or East side for quality pizza. If you want really low end stuff that is over priced, come here and get some pizza that just sits out all day."
2,Negative,"It surprises me what celebrity chefs are willing to put their name on. Riva is a poolside (all outdoor) restaurant at The Venetian. We went here for lunch and I was completely underwhelmed by the choices on the menu and by the food itself. Really? This is what a celebrity chef comes up with? Sad.

Very few choices so you better want a pizza, a club sandwich, or a standard salad. That's it. My daughter had the cheese pizza. I had the club sandwich, which came with fries. And I got a strawberry colada swirl. $60 later, we called that a lunch and left. I could have gotten that anywhere. Why on earth would that be what Wolfgang Puck offered up? Seems crazy to me.

If you want to overspend on something you can get better at your local diner...come here."
2,Negative,"I wanna like this place more. Fairly priced, good (not great tho) pizza. But the delivery times are sooo bad. Worst I've ever experienced anywhere. They are always and forever late. And for the life of me, I can't understand why they can't keep up. Every other pizza place can have it all done and delivered in an hour. I've even ordered sandwiches and waited for more than an hour and a half! How is the bad delivery the only thing consistent?? Fix it!"
2,Negative,"I had such an awful experience. I've never been here before or had their food. I ordered through the phone for pick up. I was rushed to get my order in and the lady tried to hang up on me before I could even ask for the total amount (since I don't know the total with tax). 

I went by to pick the order, was greeted fine. I tell this balding older man I'm here for a pick up. He asks, ""The two pizzas?"" I said yes with a salad. He then cuts me off mid sentence to say, ""yeah yeah whatever."" He goes to the back to get the salad so I look through the menu one more time and he comes back to tell me, ""move where I can see you."" 

I will never come here again. This serve was down right awful and what made it worse, I was with my 6yr old brother and he had to sit through and listen to this. The pizza is not even that good!"
2,Negative,"Quick review:  Food:  delicious.  Service:  Poor.  SLOW.  

Five of us tried Lucille today for lunch.  We were seated quickly and served our drinks relatively quickly.  But, we waited well over an hour and a half for our food.  Lunch should not take nearly two hours.  Patrons will not go here for lunch if they think it will take more than an hour.  

Our wait staff seemed inexperienced.  PLEASE train the staff before you open.

Our party had both the Detroit panned pizza and the Neapolitan wood-fired pizza, the lunch pizza.  We all enjoyed the salad that comes with the lunch.   Not quite to the standards of Pizza Brutta, but very good.   Pizza and a very good salad for $10 is a great value.  

I know the place is new and I will try again.   But, service needs major improvement.  I really want to like this place."
2,Negative,"We had a menu shoved under our door. So we only thought to look at it. Wished we had looked at Yelp first. 
1) ordered the special: 2x 1 topping pizzas. We ordered pepperoni and pepperoni. We received one sausage and one pepperoni. 
2) we ordered cheese bread: it was ok. Nothing amazing, a more flat pizza crust than pudgier bread sticks. 
3). We ordered fried mushrooms. These were pretty good. We received 11 in the order. 
4) we were not eligible for the free soda because we had ordered a special (which sucks. 
5) we ordered a 2 L of Diet Coke and a 6 pack. Saying ""Diet Coke"" each time. 
I even told the story about how this is a Pepsi town and we needed our Diet Coke. 
What arrived?  Off brand diet cola. 
...
We picked this place bc of the Diet Coke written on the menu and the implicit guarantee of the guy taking the order. 

Side note:  the menu says ""under new management"". 

I feel I can say this sucks under new management. 

Review of the pizza:  it was 2 pizzas for 21$. It tasted like a 10$ pizza. So I'm ok w it. 

...Just to prove I'm not crazy I'm going to post a pick of the words Diet Coke...

So:  1 star for getting it here in 30 min (guy said 30-45 min, and it was a dinnertime delivery on the Strip) and 1 star bc the food taste met the price."
1,Negative,"Ordered for delivery and was told to expect a 40 minute wait, after an hour and a half our cold pizza's arrived. 
 The meat lovers pizza contained tasteless greasy Italian sausage, soggy pepperoni, and cold crusty ham slices in extremely sparing amounts.
 The grilled steak chipotle pizza came completely without sauce. Nothing better than a cold dry pizza.
 Would not recommend to my worst enemies."
1,Negative,Worst customer service ever ! Driver first got our order wrong three times and had to keep returning to switch out our pizza then our mozzarella sticks then we got the wrong 2 liter. Driver then offers a meal on her for all the inconvenience and doesn't fall thru with her offering. Every time we order from them our order is always wrong. I'd rather go to dominos !
2,Negative,"Avoid this place! I ordered a personal pesto pizza with very little chicken, tomatoes, spinach, onions, and olives and my total was $20! Ridiculous. No one that was making the pizza mentioned that each topping was extra. I started off with a $7.99 pizza! How in the world did those little toppings add $12.00! Workers are all incompetent. I was shocked when I received my total. I told the cashier that ALL the other make your own pizza places don't charge extra for toppings. The cashier's response was uhhhhh I just moved here from out of state. He looked like a deer in the headlights. I told him I'm never coming back. No offer to keep a first timer happy or even get a manager after it was obvious that this was a deal breaker for me.

To be fair the pizza was good and the decor is very well done inside. Go to MOD or Pieology instead."
1,Negative,"One of the very worst Pizza Hut's I have ever dealt with. They messed up my order, promised me a $15 credit in return, and then Rob and Tatiana refused to honor the credit. Their customer service skills were laughable. Rather than giving me a free cheese pizza, Rob spent 15 minutes on the phone interrogating me. And Tatiana seems to have never had a customer service job prior to this in her entire life. I ended up going to Domino's Pizza, where I got much better service for the same price."
1,Negative,"I've forgiven their rudeness over the phone many times, basically because I am able to order online. Tonight my son forgot to order one of our pizzas online and they gave him SO much grief about adding to the order that I finally took the phone. Asked the guy if we could add to the order, or at least have 2 online orders delivered at the same time. I get on the phone and this jack wagon says ""It's not MAGIC, ma'am!"" Ummm not asking for magic. He hung up on me. Solid business skills. Cancelled my order and got Dominos. Learn some people skills, you idiots"
1,Negative,"A large pizza with Sausage (more like pepperoni), mushroom and green peppers for 30$????  Are you kidding me?"
1,Negative,Nasty! I was so excited to check it out after reading all the great reviews.  Just went to NYC in Oct so wanted to compare.  Sorry not NY style pizza.
2,Negative,"Moved to the area recently and was looking for good, local pizza. Tried this place out. Family owned, which I like, but the service seemed to lack enthusiasm. The single large pizza I ordered was prepared in a reasonable amount of time and I took it home. It was plenty hot when I returned home, and that's great. The problem is.. it wasn't very good. The sauce was dull, the crust struck me as generic, and the quality of toppings didn't blow my mind. I'd put it on par with Papa John's, and  that's not necessarily a compliment."
1,Negative,"First visit to this location and am extremely disappointed.  Sad to know who served me is now getting 10/hr. I know someone could provide a way better customer experience than this person did for the same amount of money.  If I was a business owner I'd be firing a crew like this as I'd lose out on business.  

First of all I arrived to find a hand drawn note on the door stating sorry we will open at 11, when they should have opened at 10:30a. 

Second they opened after 11 and the guy had no customer service once he unlocked the door.  Once i  entered nothing was said to me I simply stood near the register waiting to be acknowledged.  The guy decided to continue working behind the registers while his coworker stood around and snacked on something before I eventually was acknowledged.  

Thirdly, once I was acknowledged the guy asked what he could get for me.  I said I would like 3 hot and readys please.  He said my total  and then walked away before I could pay .  I continued to wait while he left me at the registers and went in the back area.  

Fourthly,  I waited over 10 minutes watching him stack up multiple pizza boxes with pizzas,   put stickers on pizza boxes,  placed finished pizzas in the warmers,  watched his Co worker  had off a pizza to someone who just drove up to the drive through all while I still stood there waiting.  

Fifthly, a third co worker eventually arrived and I asked her why that person received their order before me?
She went to the back and words were said between her and the coworkers and she just disappears.  

Finally the guy brings me my order stands at the register and just stares at me... I ask him  Oh are you ready for me to pay now??  He says yes and the total.  

If I didn't have  a hard working team I wanted to appreciate I would have just left.  I chose to go through this experience to the end and now here I am. . I hope the owners read this and take discipline on those employees.  If you don't believe me.  Check your cameras."
1,Negative,"This pizzeria place is terrible. The service was rude and they refused to let us eat our food at the table due to ""health code rules"". We were told that we could eat outside! We were able to order drinks but were told rudely several times that we could not have our pizza until we left the premises. Very unacceptable IMHO"
2,Negative,"I guess if you are truly desperate than this will serve a purpose. Just don't keep your expectations high.

We had guests in town and they were gambling it up in the D and didn't want to leave. We just wanted to sneak away and slam dunk something quick so we weren't hungry. So, in that sense, it served its purpose.

We got the 5.99 ""special"" of 2 slices of cheese pizza and a drink. The pizza was obviously microwaved and very much like ""Michaelina"" type ""pizza"" you would buy in a grocery store. I mean..I held it down, but it was nothing special. The drink was pretty pitiful too...probably around the 12- 16 oz variety.

Plus, how can you serve food and NOT have a public restroom? Isn't that a violation of some sort??? Seriously?

If you insist on eating here, just know what you're getting into...

2 stars."
2,Negative,Ordered two pizzas Sunday about 1:20.  They told my wife it would be 45 min. After almost 2 hrs. the pizza showed up. We had called about 2:30 and asked where our pizza was. They told us it was in it's way and they would credit the money back to our card. Pizza was cold and kids were starving. Not calling them again.
1,Negative,"We tried to call ahead to order a pizza.  No answer after several attempts and we thought this may be because of Monday Night Football.  My husband goes to pick up knowing he'll have to wait because they never ever have ""hot and ready"" any time of any day.  He places the order and the employee rings up the wrong thing.  My husband corrects him, and 3 or 4 orders are placed after my husband's order.  My husband watches the employee put the other orders in the oven.  He then comes over to my husband and again asks what it is he wanted.  My husband repeats the order.

After waiting and not paying close attention (mistake on his part, but then again...) the employee asks again what we wanted as he hands the box to my husband.  He of course comes home with the wrong product.  We had ordered the 5 meat pizza that is $9 in the TV commercials and received stuffed crust pepperoni.

We tried to call back and of course no answer.  This did not surprise us as we encountered this before going to the shop, and they did not even attempt to answer the phone while my husband was in the shop.  I shot off a message to the company while my husband made a return trip to try to rectify the situation.  I was told to take my comment to Customer Support.  I tried and the site froze on the 3rd page.  So, the whole company more or less ""backed up"" the bad service received at the shop.

Upon return, the employee got sarcastic with my husband insisting the product received was correct even after seeing the evidence that it was NOT.  We were able to keep the mistake but only received a $5 pizza as more or less an apology when we had ordered a higher-priced product.  

In the end we received 2 incorrect products.  The first had to be reheated.  It was mediocre at best when eaten but now has me ill with heartburn and stomach cramps.  I guess it's safe to say BOTH the pizza AND the customer service have left very bad tastes in my mouth."
1,Negative,"I don't see the point. It is a mess and ugly which fair enough is not news to anyone but now prices are high and not competitive. The same pizza is cheaper at no Frills, Shoppers and Lango's! And of course everything is strewn around in ugly fashion forget it"
2,Negative,"The service was fast. Great pizza. However, as someone with a shellfish allergy, I find it frustrating that this is yet another restaurant where cross-contamination is apparently an issue to the point where everything is grilled together, fried together, and so on."
1,Negative,"Worst service. Overcharged - and lied to over and over again while the delivery guy tried to think of a reason to stick. There is no reason a medium pizza that's 14.99 on your website should come to $25 before tip - especially when that's not what I was quoted on the phone. 

My own fault for ordering from dominos in a moment of apartment packing craziness."
2,Negative,"Hey Sauce! 
I heard some friends talking about how great your pizza was so I took the wife out to your restaurant last night to give it a try. I thought I'd provide you with our feedback as I have a feeling many other people may be feeling the same way we did about our experience. Lets start off with the good, the pizza was really good, our server was really good, the price of the food was decent, but that's kind of where it ends. Our first real impression of the place was when we were handed our menu's, both our menu's were beyond greasy and dirty and had food stuck to them, they were dingy/had bent corners and some of the paper had ripped off both of the menus this is a sign that nobody cares to wipe down the menus, and if nobody cares to even wipe down the menus it makes me wonder what else do they not wipe down regularly. When sitting around and taking in the whole atmosphere of the place, we felt it was a little dark and the restaurant as a whole needed to be wiped down. The garlic knots were really good, I still have mixed feelings about them, because most places that sell garlic knots dust them in parmesan cheese powder and some sort of garlic powder, and that's what I was kind of expecting here, but here I got fresh parmesan cheese and fresh chunks of garlic on top, don't get me wrong fresh is great but it was an ongoing battle to keep the garlic chucks and parmesan on top of the knot while eating it, where as if it were the parmesan powder I feel it would have stuck better and not have been so much work. The sauce that came with the garlic knots was amazing. Normally I like my garlic knots dipped in ranch, but I definitely liked your sauce over ranch last night. As far as your pizza goes it's really good. Let me start by saying I haven't found a place in the Vegas area that does pizza like yours, the thickness of the dough etc. We are transplants from California a little over a year ago and we've been on the hunt for a pizza with a crust like that. That's how 90% of all pizza places are in Southern California do it so that's what we've grown to like. Everything we have tried out here has seemed to try to spin off of New York thin style crust, so thank you for being a breath of fresh air for that. The pizza was hot when it came out as it should have, but for the life of me every slice I ate all the toppings would slide right off the crust, i felt like i might as well be eating a pizza casserole lol I thought that maybe everything was just too hot, but from the time I ate my first slice to the time I ate the last one, a good 15 minutes had passed and still the same situation. In regards to your soda glasses, you are using Samuel Adams pint glasses I think they were, these things were very frustrating, first of all not everyone likes beer and if you want to attract more families to your restaurant having every soda glass be a beer pint isn't very family friendly, but the most annoying part is every time I had a refill (at least 3 times) the ice was stuck in that center section and would drop to the bottom of the glass, just something to think about. Over all I liked the food, but all the other issues combined really make me want to rate you as 2 out of 5 stars. I was really hoping your restaurant would be added as a ""usual place"" for my wife and I but I think it's going to be in the once in a blue moon category. I hope business continues to grow for you guys and that you can dial down these little things and thrive as a business. Thanks again for the good food last night and good luck!"
2,Negative,"I love the pizza, but I've had just 1 good experience here when the weather was gorgeous in the evening on the patio. The first time patio experience was bad because fruit flys (I think) were pretty bad. I had a fine in experience 2 weeks ago. It was cold so we decided to eat inside. The smell inside is like a dirty drain and flys again, but not as bad. The pizza was good, but I don't think I'll be going back."
1,Negative,Delivery was nice. Fries had a bucket of Salt on them. Me and my brother gagged!!!Hummus wasn't fresh. Your sausage  pizza was rotten. Tasted like Mold...Terrible terrible food!!!!
1,Negative,So I couldn't tell you what Gus' pizza tastes like because they wanted a $7 service charge (before tip) on an $11 order to deliver anything.  Classic craphole that will be out of business soon.
1,Negative,"This place is a wet, dirty diaper.
The dirty food matches its dirty neighborhood. 
Their slow drivers on Oxy can't figure directions from a mile away. When delivered, their pizza was lukewarm and tasted what I assume was old lady's socks. This food will give raccoons nightmares.
Perfect food to give to an enemy or gf you are breaking up with."
2,Negative,"Food was ok, not the best just ok. Service could have been better, we ordered a large pizza, 20 wings and garlic knots... They brought out everything and forgot the wings! And never even told us anything about how long it would be, we finished the pizza and Knots before the wings even came! We where told that they forgot to put them in! BS! And the manager never even came over to apologize.... Horrible customer service!"
1,Negative,"Worst delivery service in the Las Vegas Pizza Market.  The first time I ordered pizza it took 1 hour and 30 minutes to get my pizza.  This time I ordered, told them on the phone I would pay cash and they show up and tell me they don't have change for my 2 twenty dollar bills.  Really?  What a mess this place is.  I have no idea how they stay in business.  Time for me to give some of the other places a try."
1,Negative,"PASS THIS PLACE- The food and service here were awful. 

We came into this place with a reservation when we arrived in Vegas in September and right off the bat were not greeted at all. We should have known from there the experience would be bad. 

We sat down and were immediately rushed into ordering our food and drinks- after our drinks came, which were blah, our food  finally came. We ordered a traditional pepperoni pizza and a side of their so-called-famous meatballs. 
The pizza was SO GREASY that the oil was literally dripping off the side of the pizza while it was sitting on the stand. When we picked up a slice it would fall apart bc it was so greasy.

The meatball was just ok. Nothing to write home about. 

When our server came back to check on us we mentioned to her that the pizza was on the greasy side. She then said in a very rude tone that ""That is how it is and that is normal for ALL pizza"". I was offended with that remark. She has no idea what kind of pizza is normal if she thinks THAT was normal. 

Any who, the manger came over and had a very similar attitude. 

We paid our expensive tab and left- never to return, as I urge you to do the same."
1,Negative,"The positives: staff was friendly and the beer was cold. That's it. 

Two kids spaghetti and meatballs was disappointing. Noodles were cooked fine, the meatballs were small and bland, and the sauce was runny and wasn't nearly enough to coat half the noodles let alone the entire plate. And for $6 each that's ridiculous. 


We order the Mama's Supreme pizza. The order took well over 30 min for the pizza. Half the crust was burnt. The toppings were limited and the flavor was blah.  

Very disappointed and won't be returning."
2,Negative,"The last time I was at hot rocks, I had the most interesting and delicious pizza experience.  If i had written a review that time i would have given it 5 out of 5.  Oddly, I hadn't been back in quite a while until just recently.   

This time I ordered the Macedonian  pasta with a starter green salad.  The salad was unique... but not good at all. It was waaayyy  overdressed. It tasted like every ingredient had been pickled  and then doused in lemon juice. I couldn't handle more than a couple mouthfuls before I gave up. 

The pasta... looked good.... sounded good.. but again was overdressed. There was so much dried basil in the sauce.. and instead of a light pesto.. The dish was swimming in oil. I'm not kidding. It was more like oil soup with penne noodles.  

I'm was supremely disappointed.  But I will say the service was excellent. The server did come by and asked how everything was but I didn't have the courage to send my food back... 

Not saying this place doesn't know how to do pizza... and maybe I came on a bad night..  but I would be wary of ordering the pasta and salad."
2,Negative,"Bleh.

Maybe their pizza slices + pop deals are decent value, but my standard medium regular pizza (plus pineapple - yum!) was only a teeny tiny marginally fractionally  bit nicer than the same order at the neighbouring Pizza Pizza, but three dollars more expensive.

I'm also pretty sure one of the staff members who dealt with me was high. 

Judge me all you like, but I'll head back to Pizza Pizza next time."
2,Negative,"If you're looking for CHEAP, I guess this is the place.  

They serve all of the pizza and salad you can eat for $5.49 (soft drinks are $1.79, or free for seniors).  There's a temporary lunch special for $4.99 including drink.

The two types of salads were fresh tasting and good.  They had a variety of pizza to choose from.  While the pizza LOOKED really good, the taste didn't match the appearance.  It really tasted like inexpensive frozen pizza that you'd get from a grocery store (I didn't see them making it, but I wouldn't doubt that it was made in a factory somewhere and shipped frozen) and the crust tasted like cardboard.

The place really isn't meant for ""Pizza Snobs"" to enjoy a quality pie.  It's meant to be a cheap alternative to McDonalds, and it seems as though it's marketed that way (photos of kids and teens eating pizza hanging all over the walls, arcade in the back, ""Macaroni and Cheese Pizza"" as one of the types).

There were teens and families with small children everywhere.  I was the only person not there with someone under 18."
1,Negative,"Cashier Takes my order for (the last of) cheese pizza while I wait in line to buy cigarettes. 
Woman ahead is told her total, her response ""Oh yea I forgot, can I get that cheese pizza"" 
WHY ask me if you're going to make ME wait? I didnt forget to order, she did. She should have had to wait. University student vs an employee on a LIMITED break. Which was explained to her, minimum wage doesnt inspire much care for the customer... Fuck this spot"
2,Negative,"First, it took about 5 minutes of waiting before we were even noticed. Then the host told us just to sit wherever (why have a podium and a host if tou have open seating?) Our host said it would be another 15 minutes because they stoke the fire at 4, but when we sat down our waiter said it would be 45 minutes. We waited and when we got our pizza it was extremely soggy, we couldnt even hold it without one hand on the bottom. Our waiter only showed up once to half fill my water. Overall not a good experience. Go to a different grimaldi's"
2,Negative,The wait is ridiculous even for being busy. There was an hour before our pizza even went into oven. No pizza is really that worth it. I've had better.
2,Negative,"Not impressed with this place at all!

I've eaten here many times and it gets increasingly disappointing every time.  The sushi pizza is more like a flat bread sushi pizza, so it's almost  like fried toffee when you try and chew it.... very gross.  The gyoza is okay, cooked well and very tasty, but the seaweed salad is horrible.  The maki's and hand rolls are never spectacular.   
And you know this would all be forgivable if this place was cheap, but it's pricey for what you're getting.  I would pass on this one."
1,Negative,Absolutely terrible service. Our server was the most clueless guy. He told us that he didn't recommend the lasagna and the extra thin crust pizza. So I ordered anyways.  Pizza was ok.  The lasagna tasted like the forest floor. This place is terrible.
2,Negative,"We ordered from this location last night for the first time in about 8 years. 

We got take out because we were busy and we wanted to take out some place close. We usually go to Little Joe's Pizza as it is our favorite, but it would have been an additional 20 minutes and everyone was hungry now. 

On the phone, we ordered the family special. One large pepperoni and a large pineapple pizza with a side of cheesy bread sticks and a 2 liter bottle of Pepsi. One we got home we discovered that their large size pizza was about 14"". Little Joe's pizzas large pizza is 16-18 inches so you can see our disappointment in the size of Pizza Huts pizza. The bread sticks were good. I liked their marinara dipping sauce. I didn't mind eating the pineapple pizza even though it seemed greasy and the crust was light and fluffy. The pepperoni tasted horrible which turned my husband off to ever ordering here again in any situation. 

I'm only giving it 2 stars due to the taste of the pepperoni pizza and the small size. For the same amount of money at Little Joe's Pizza I could have fed 2 more people so I don't feel I got the best bang for my buck."
1,Negative,"We will never go to this Sauce again. I ordered a salad and a pizza. We finished the salad and waited and waited for the pizza. I got up and asked the waitress if they forgot the pizza, she laughed and said yes that they forgot and it would be 10 min before we could get it.  She never apologized or offered to take some of the price off, nothing. Just rude!!"
1,Negative,Absolutely HORRIBLE!! Messed up the order called back to get it fixed and they were RUDE about it... Burnt the pizza and refused to replace it cuz a piece of it was missing... Ordered a geek salad and was given Italian and Caesar dressing!! Will NOT be ordering from them again!! TERRIBLE
